,a,mean_energy,mean_contrast,std_energy,std_contrast,median_energy,median_contrast,energy_snr,contrast_snr
0,3.1,0.9247826341964808,0.9418057615098272,0.0813986248266199,0.0421898985062438,0.9177768990065934,0.9400558714808896,4.805475007774735,4.803775080732025
1,3.2,0.917534358938928,1.8659110683899007,0.2874779551354015,0.1453360673084489,0.8646132720756532,1.8323047636603176,7.646058558475389,7.186027878099904
2,3.3,7.652348688889522,0.6447736635901382,2.476352463100877,0.0973743075671478,6.94543453983757,0.6538299697382358,12.230918091348002,9.76440342966267
3,3.4,37.27220884851614,0.3535483683166958,4.360597988717189,0.0387066972255354,37.62051288958162,0.3580518134949756,8.489165870150952,8.517113667376373
4,3.5,51.53092328652821,0.3492396424272114,6.065933278074865,0.0335498193468924,51.20885117921405,0.3541720189682681,7.657716180467721,8.402396415121355
5,3.6,29.666815665468693,0.3598853684083825,5.17631774778355,0.0324682101922233,30.51082391719028,0.3618369079827039,10.153304087226482,8.518282227243429
6,4.0,1.38922510494449,0.8272566409693406,0.1361057201861807,0.0444225504012394,1.4193267512297612,0.8180226920444469,9.606916982431526,6.64037286994269
7,4.1,9.792945494981694,0.5502962102019171,1.47939543750438,0.042826765150335,9.920983958307032,0.5527191617504885,8.273720771548584,6.827935227715462
8,4.1,58.11244557897266,0.3506775404411773,22.605481969729748,0.0445747674424606,65.46824725475835,0.361119666588168,13.949277958822275,8.992690705841683
9,4.2,49.23221627401149,0.3569675947715877,3.8021407638771567,0.0315584596515555,48.91277429065751,0.3643621071883579,6.708126834284254,8.065238759165203
10,4.3,67.36995141311435,0.3041326416583474,4.208793946831915,0.0288915596744317,67.36281722361956,0.3108792960339798,6.142341436653945,8.64499023613536
11,4.4,83.16797004404448,0.2759314110550512,4.797659269721611,0.0249337391977785,82.64566939328766,0.2826559643047789,6.394355267034698,8.568555056407224
12,4.5,73.1419691815735,0.2708185244941933,4.702878472949949,0.034219568605415,73.2756172890825,0.2812682102757828,7.0726549759387165,9.479544348391752
13,4.6,102.4584558495991,0.2815688025285289,7.034088911082065,0.038694777082372,102.70657322210464,0.2924962282109593,7.358836308265201,9.425519755036076
14,4.7,99.07440484093296,0.2907529024832735,12.810298961810291,0.0441560714039167,102.41014484230618,0.3035656408196323,10.188740892336057,9.4067246052704
15,4.8,111.50013339160763,0.2946348653693639,20.83707460378897,0.0445142405092737,115.55686074377708,0.306130912098037,12.268153166889334,9.366430622852768
16,4.9,56.53686021817264,0.3082975084037677,10.80086575829875,0.0448114811003788,59.42910480039437,0.3192273902099364,10.880842700788625,9.577774573653931
17,5.0,2.894271367059142,0.4961841182770161,0.1388027401011699,0.0305640276484811,2.890753166302761,0.4896956820219854,5.498989772607508,5.2635499115716815
18,5.1,46.47596252320663,0.4405938409086415,4.083637135784553,0.0408194565284046,46.14907981836076,0.4498761834041927,5.909445115890741,7.045028606200226
19,5.1,136.6486851403819,0.2899529931886705,14.139467494650692,0.0458340912403624,139.3121820050307,0.3067598292096947,9.594649383830664,9.966855215628469
20,5.2,63.70405609938665,0.3488945095837035,4.001880144820192,0.0299142462587839,63.512569381705134,0.3566778237950541,6.0583588145046114,7.411977619362863
21,5.3,82.76619447274479,0.2842938642549003,3.984617476012536,0.027563389912842,82.61161497673038,0.2912668787503565,5.793308485199847,8.373075503489817
22,5.4,142.1605647050153,0.2667182613987389,6.504487469925695,0.0270380697662898,142.41541500611916,0.2759244494249376,6.30901854770566,8.725587987302712
23,5.5,240.6477775703817,0.1331371129418496,1.624959744334895,0.0142834395108929,240.6529200468348,0.1364819018631517,6.280739972856063,8.276306489232486
24,5.6,184.85844492402117,0.2313771775888451,6.042522523619579,0.0289714757010245,185.32774697952988,0.2407102968168603,6.400217014483501,9.419239864345736
25,5.7,135.39655078749817,0.2549521357317068,7.187062560770522,0.0355312912441679,135.50840925062369,0.2642450657875336,6.128286507400144,9.160620112498272
26,5.8,95.0605420044487,0.2674571680014481,6.532454130696853,0.0432605922558001,95.69419774679866,0.2804772291372302,7.01678453673246,9.225992505328197
27,5.9,113.98124603018545,0.2807770620621259,8.931266536464399,0.0463506590811597,115.99200089769496,0.2950286568850926,7.595851103950585,9.435691938882556
28,6.0,3.5263704219790983,0.5043616902232635,0.1860302976453686,0.0284004633863205,3.5084685274745286,0.4993243065603094,6.140176952649819,4.678056379403084
29,6.1,42.95964048308551,0.4288727388496542,3.9370360818113705,0.0389102163558176,42.60275566855107,0.4375928242709598,6.305316936313584,6.674682529969549
30,6.1,150.56747522541946,0.2801235918769814,8.170118122103226,0.0421023407505196,150.2582086161445,0.2935789222550673,6.598387114893156,9.435538454045073
31,6.2,83.02900360825636,0.3722170192002414,5.854480293650775,0.0332340691187311,82.97414718869264,0.3817003537357845,6.794656076584373,7.595265090615969
32,6.3,116.53134023459567,0.2943206298672038,5.693672067285633,0.0270775757982588,116.47852491365174,0.3009835083737892,6.079026118032917,8.489531623698037
33,6.4,132.94638267303864,0.2740709258245665,7.825149332827163,0.028848576075629,132.65640888437696,0.2828931608789845,7.466384390231724,9.127516844366752
34,6.5,195.5468115683531,0.2346928418022883,4.638881186361886,0.0239109055138923,195.3584846557172,0.2422996657644709,5.437751560188856,8.909708883245216
35,6.6,144.6195792273673,0.2519648423670104,5.272846011898875,0.033219170102767,144.46361244612893,0.2625200887159475,5.061759590507144,9.400494261852378
36,6.7,180.6694011791684,0.2425749310532734,5.480889779478821,0.0311383581773759,180.7381341696647,0.251807924276697,5.234703016161417,9.195222713257342
37,6.8,180.76747393240368,0.2418661680369921,6.393803510782794,0.0348572726624899,180.26931041893647,0.2526992198527309,5.730450328670442,9.363715377135216
38,6.9,146.89589004381205,0.2632226070242925,6.770825799635268,0.0395109975834578,146.95191145335014,0.2756325660833742,5.580681612176603,9.298037435021056
39,7.1,18.622106559257148,0.4022056605294561,1.477924951999581,0.0329679378228695,18.62295882054952,0.4070848437669402,6.351035922923357,7.39811256259248
40,7.1,182.6922239353632,0.2516297896734411,5.921735001467526,0.034647584801166,182.9082902652026,0.2646242640438679,5.091320082821859,9.461311589403849
41,7.2,56.53947120250901,0.3622333074147188,3.7566911117055946,0.0340814014805498,56.44268597522331,0.3707878867182972,5.8024287002122925,8.303709518160703
42,7.3,114.56348854594248,0.3132209621126496,6.375569220359147,0.0282190327903641,114.54314495137491,0.3210203408130548,6.304850082621243,8.332424948609523
43,7.4,152.18601859232612,0.2740444417679457,5.913155448758135,0.0250446188223764,152.0568958792329,0.2819580366315703,5.933822590334255,8.605875610498575
44,7.5,192.8848076632065,0.2300976794977544,5.01448840460145,0.0203589603837944,192.95110944846448,0.2355655394730082,5.310998010721054,8.354633321265105
45,7.6,179.0460968844489,0.2382737118802022,5.172228471143051,0.0270079796707032,179.0805727942135,0.2462367639475533,5.043520359712139,9.361762720467816
46,7.7,191.9897996526504,0.2342960799681255,5.304113509191699,0.0293663490395517,191.81855553729488,0.2435310586163104,5.387791102796868,9.063456640293
47,7.8,187.6418479799743,0.2323389407489439,6.422536812611632,0.0316633683067121,187.6982652028232,0.2404696069008756,6.317877143726859,9.541018288088315
48,7.9,177.98871402812495,0.24695328861377,6.5275732922661,0.0349083501698359,178.1197870645086,0.256379995587368,5.949899684193976,9.65280083030412
