recording_date,CONTRAST_SNR,ENERGY_SNR
2024-01-01,8.55962193213215,5.949604532831957
2024-01-01,7.096034293763017,5.58782220421652
2024-01-02,8.805377682573603,5.8756642984758924
2024-01-02,6.327581907472082,5.627211456708613
2024-01-03,9.954037906273737,6.52469052549637
2024-01-03,9.549263868995585,5.7233814009087824
2024-01-19,9.813555038239564,5.457564808828864
2024-01-19,6.62964454670148,6.278920645170627
2024-01-21,8.84349807985497,5.827489961392734
2024-01-21,6.552953012230951,6.701360851202247
2024-01-22,8.764435388028549,6.628472559663296
2024-01-22,7.794236331965354,6.776960891793256
2024-01-23,9.254445494935805,6.669808492287725
2024-01-23,9.223079422946334,6.645913165035369
2024-01-24,8.969210333035841,7.156548328324827
2024-01-24,7.151438810924176,6.272740479183206
2024-01-25,8.286828238940902,6.394739975655554
2024-01-25,6.810365689543673,5.675159974538804
2024-01-26,9.474028297523716,7.867873661234679
2024-01-26,8.760464438898474,7.520489555852841
2024-01-28,8.898443542208549,6.691203750542394
2024-01-28,7.772684079832043,5.836397328745768
2024-01-29,9.072050413769102,6.173415790074385
2024-01-29,7.032298523164232,6.029370126416786
2024-01-30,8.597062516426622,6.462666339106294
2024-01-30,7.167337450568792,6.1443785318218165
2024-01-31,8.870295925314007,6.954996321918902
2024-01-31,7.060272941139194,6.5270299470612825
2024-02-01,8.495267019387294,5.848735113511712
2024-02-01,6.548845376321134,5.856680139084023
2024-02-02,9.084570311996805,5.92274942531997
2024-02-02,6.8001688063151065,6.736668210339188
2024-02-04,9.414089974609922,7.254099296244121
2024-02-04,6.673813432722827,6.662962197579095
2024-02-05,9.443094667997462,6.802205957862993
2024-02-05,6.853306615390893,6.752891225834501
2024-02-06,9.001897332976103,6.0770870761385005
2024-02-06,6.95745077936893,6.334320389348235
2024-02-07,8.402865989337663,6.4781112944534405
2024-02-07,7.846292270306035,7.296344477110179
2024-02-08,9.27550192824508,6.794565065083088
2024-02-08,7.141356414093425,7.448683015979752
2024-02-09,9.031697525685075,5.493683171603297
2024-02-09,5.465811216920596,6.459051716094124
2024-02-11,7.917750786618907,7.3774854438647965
2024-02-11,5.396817532953023,7.727083489142834
2024-02-12,10.13537460122546,6.041176740706066
2024-02-12,6.491839208318515,7.029665138630537
2024-02-13,8.783617197673673,6.78873217290155
2024-02-13,7.623976503527375,6.813223655208229
2024-02-14,8.970512909768559,7.034188952602411
2024-02-14,8.96897367879663,7.106473214024966
2024-02-15,8.606267171519601,6.584402814940544
2024-02-15,6.666895215785953,6.775941841444952
2024-02-16,8.902408237456346,6.6357012559708775
2024-02-16,8.826502527042202,6.617136086648044
2024-02-19,9.359565990268369,6.7234098870852925
2024-02-19,6.225998867743565,6.183882979150198
2024-02-20,9.25413118652989,6.639499454111269
2024-02-20,8.443244096820152,6.230424288295594
2024-02-21,8.78683175124716,7.175581687655681
2024-02-21,6.1024219433883,7.266448260137269
2024-02-22,9.38935502149106,6.381032887348655
2024-02-22,5.901007248114199,6.319145249292959
2024-02-23,8.934449954965826,6.232854008862086
2024-02-23,6.735866483558342,5.9685664774364175
2024-02-26,9.78543164729409,7.308503913490162
2024-02-26,6.727484656522382,7.662035226485845
2024-02-27,8.712649154415478,6.323863128110663
2024-02-27,7.917820145599993,6.238547887334498
2024-02-28,8.64814178948442,6.218579685142141
2024-02-28,6.114820610668195,6.30840329952186
2024-02-29,9.45725118484659,7.720676864378728
2024-02-29,9.580505333933877,7.080557850293574
2024-03-01,8.695148718959,7.0137219895058
2024-03-01,7.230021685648766,6.818275073340658
2024-03-04,8.855461880422776,8.175435621237646
2024-03-04,6.552736405678972,6.937326418585443
2024-03-05,8.761623554807294,8.972045815081568
2024-03-05,9.45315935983744,9.30586458167918
2024-03-06,8.817585849209525,5.927634287656314
2024-03-06,6.6617300134023125,6.586520216628351
2024-03-07,8.78237292940348,6.003253509741093
2024-03-07,5.657474258560468,6.509331444403615
2024-03-11,8.28811061963649,7.034839937326951
2024-03-11,5.756395845934264,6.376367009367592
2024-03-12,8.046592971745142,5.328194967455193
2024-03-12,8.290891685686928,5.269374770727775
2024-03-13,8.30881969024898,6.36835001439546
2024-03-13,8.032246732651359,6.114816379796391
2024-03-14,9.133641052255342,6.575586351291296
2024-03-14,7.8383563085223456,6.652187784661519
2024-03-15,8.600811450429628,6.036104541336465
2024-03-15,6.805294832411821,6.392116153961053
2024-03-18,9.03311495742318,6.496845772205245
2024-03-18,7.975261901222431,6.7023474433544905
2024-03-19,9.536017108889345,6.605119676379859
2024-03-19,9.419260174358788,6.701069734895027
2024-03-20,8.730392453269447,7.521622189248125
2024-03-20,8.53429468733175,6.8777457684266725
2024-03-21,9.42889748919983,6.21493349227602
2024-03-21,8.530735766776878,5.809782840155472
2024-03-26,9.117066900507876,7.901216451069519
2024-03-26,8.914464701308503,7.638235960252286
2024-03-28,8.666592271533117,5.890973519515767
2024-03-28,8.559050109847393,5.463373805455851
2024-03-29,8.81217639388831,6.642877521095925
2024-03-29,8.060731429628456,6.381557546866453
2024-04-01,9.528871400232608,6.726175649590587
2024-04-01,7.541050774760624,6.645661788002773
2024-04-02,9.473329618261635,7.733517074460398
2024-04-02,9.019788131465978,7.549531311840113
2024-04-03,8.907372940145525,7.324722297676283
2024-04-03,8.166223081347773,6.987940411565537
2024-04-04,7.942198435083883,5.950650353450474
2024-04-04,5.263380074968503,6.065708845772091
2024-04-10,8.7982678604807,6.722991059504166
2024-04-10,8.75052971251538,5.767521546166483
2024-04-11,8.628385731930017,6.176210948484332
2024-04-11,6.668626120745616,5.843532257166283
2024-04-12,8.533467433302269,5.7625615202256455
2024-04-12,8.08201446605781,5.875682364386479
2024-04-15,9.357485662663498,7.25483155826392
2024-04-15,9.060814030733946,6.858685078617668
2024-04-16,9.480713906767946,6.146598647032024
2024-04-16,9.19566582772699,5.95387526750559
2024-04-17,8.956902730639882,7.012816960091799
2024-04-17,8.138438712869448,7.004157237421207
2024-04-22,8.238941151370469,5.392745049159644
2024-04-22,7.105154265218004,5.722137395712574
2024-04-23,8.788732691519723,7.664577406150981
2024-04-23,9.087620248682924,7.347817481512635
2024-04-24,8.759738882012854,6.426766738968452
2024-04-24,7.6009880631066356,6.159769342684362
2024-04-25,8.567361160356267,5.433254746996019
2024-04-25,8.415966883384176,5.469306328551012
2024-04-26,8.751386883590197,5.507879639969694
2024-04-26,6.839610549905073,5.868655738191514
2024-04-29,9.791680953528118,6.020959901182177
2024-04-29,6.3528011285380375,6.090527378237611
2024-04-30,9.45849251308496,6.552190952106935
2024-04-30,9.609794388672944,6.247225627932881
2024-05-01,9.636840253841653,6.594965005415312
2024-05-01,8.694103269417482,6.535611147887241
2024-05-02,9.833575065012944,6.974292507645501
2024-05-02,8.69542336993921,6.444053032632613
2024-05-03,8.71748832963615,5.654061391385412
2024-05-03,8.568221958827172,5.631951612649614
2024-05-06,8.661320176191834,7.256660545388309
2024-05-06,6.089470259377633,6.273635319131916
2024-05-07,8.457109003079074,6.684555868686251
2024-05-07,7.673989061509103,6.584901720074446
2024-05-08,8.744917362455837,6.452655107236439
2024-05-08,8.455979893207914,5.978900489499926
2024-05-09,9.655486415301034,5.903558085912925
2024-05-09,8.905571204141669,5.8093725894095645
2024-05-10,8.913195530680737,6.809530600391771
2024-05-10,7.918778935191531,6.346374562064991
2024-05-13,9.190019547747866,6.026412125968276
2024-05-13,6.962880051111021,6.697029082277008
2024-05-14,9.292105934143397,5.667969229213752
2024-05-14,9.450722951589563,5.9598758554166
2024-05-15,8.323919841898043,6.452919658437077
2024-05-15,8.272301033189777,6.365834804168625
